Time Stamp|SSID|BSSID|RSSI
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:e4:7e|-67
2018-11-01 15:11:27.141|uniwide|00:2a:10:ff:52:85|-68
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:7d:b5|-77
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:64:01|-83
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:64:05|-82
2018-11-01 15:11:27.141|uniwide|00:2a:10:ff:52:8a|-89
2018-11-01 15:11:27.141||00:2a:10:ff:52:8b|-91
2018-11-01 15:11:27.141|SolsticePod|9c:30:5b:63:c3:31|-60
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:7d:b1|-76
2018-11-01 15:11:27.141|Noah's NAT|f4:f2:6d:22:9d:00|-83
2018-11-01 15:11:27.141||08:cc:68:b4:7d:b4|-77
2018-11-01 15:11:27.141|eduroam|00:2a:10:ff:52:81|-66
2018-11-01 15:11:27.141||08:cc:68:b4:e4:7b|-75
2018-11-01 15:11:27.141||08:cc:68:b4:e4:74|-66
2018-11-01 15:11:27.141|eduroam|08:cc:68:b5:90:4e|-92
2018-11-01 15:11:27.141|eduroam|00:2a:10:ff:52:8e|-93
2018-11-01 15:11:27.141||00:2a:10:ff:52:84|-69
2018-11-01 15:11:27.141||08:cc:68:b4:e4:7f|-75
2018-11-01 15:11:27.141||00:2a:10:ff:52:80|-70
2018-11-01 15:11:27.141||08:cc:68:b4:7e:e4|-85
2018-11-01 15:11:27.141|uniwide|08:cc:68:b5:90:4a|-93
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:e4:71|-64
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:e4:75|-63
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:e4:7a|-70
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:e4:7e|-69
2018-11-01 15:11:27.141|uniwide|00:2a:10:ff:52:85|-62
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:7d:b5|-74
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:64:01|-83
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:64:05|-85
2018-11-01 15:11:27.141|uniwide|00:2a:10:ff:52:8a|-90
2018-11-01 15:11:27.141||00:2a:10:ff:52:8b|-90
2018-11-01 15:11:27.141|SolsticePod|9c:30:5b:63:c3:31|-59
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:7d:b1|-76
2018-11-01 15:11:27.141|Noah's NAT|f4:f2:6d:22:9d:00|-77
2018-11-01 15:11:27.141||08:cc:68:b4:7d:b4|-77
2018-11-01 15:11:27.141|eduroam|00:2a:10:ff:52:81|-63
2018-11-01 15:11:27.141||08:cc:68:b4:e4:74|-66
2018-11-01 15:11:27.141|eduroam|08:cc:68:b5:90:4e|-92
2018-11-01 15:11:27.141|eduroam|00:2a:10:ff:52:8e|-90
2018-11-01 15:11:27.141||00:2a:10:ff:52:84|-62
2018-11-01 15:11:27.141||00:2a:10:ff:52:80|-63
2018-11-01 15:11:27.141||08:cc:68:b4:7e:e4|-85
2018-11-01 15:11:27.141|uniwide|08:cc:68:b5:90:4a|-93
2018-11-01 15:11:27.141|uniwide|08:cc:68:b5:86:81|-79
2018-11-01 15:11:27.141|uniwide|08:cc:68:b4:64:0a|-90
2018-11-01 15:11:27.141||08:cc:68:b4:64:0f|-90
2018-11-01 15:11:27.141||08:cc:68:b4:64:0b|-91
2018-11-01 15:11:27.141||00:2a:10:ff:52:8f|-92
2018-11-01 15:11:27.141|eduroam|08:cc:68:b4:64:0e|-93
