Time Stamp|SSID|BSSID|RSSI|dist
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7d:ba|-54|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7d:be|-56|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7e:ee|-72|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7e:ea|-70|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7d:b1|-61|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7d:b5|-61|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7e:e5|-79|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7e:e1|-78|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:e4:75|-85|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:e4:71|-84|2.0
2018-11-15 16:20:41.765|eduroam|00:2a:10:ff:52:81|-90|2.0
2018-11-15 16:20:41.765|SolsticePod|9c:30:5b:63:c3:31|-88|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:8c:f5|-80|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:84:94|-86|2.0
2018-11-15 16:20:41.765|Cisco-IOT|e0:55:3d:10:35:1a|-91|2.0
2018-11-15 16:20:41.765|LocalKeg|00:22:6b:73:a9:fa|-93|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:e0|-77|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:e4:70|-80|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:8c:f4|-80|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:8c:f1|-83|2.0
2018-11-15 16:20:41.765|Global_Students|08:cc:68:b5:86:84|-86|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b5:86:80|-86|2.0
2018-11-15 16:20:41.765|Noah's NAT|f4:f2:6d:22:9d:00|-93|2.0
2018-11-15 16:20:41.765|SOM_CONTROL|f4:ec:38:b3:f4:94|-96|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:eb|-70|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:ef|-70|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:e4|-80|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7d:ba|-48|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7d:be|-48|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7e:ee|-65|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7e:ea|-65|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7d:b1|-56|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7d:b5|-56|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7e:e5|-71|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7e:e1|-71|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:e4:75|-89|2.0
2018-11-15 16:20:41.765|SolsticePod|9c:30:5b:63:c3:31|-77|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:8c:f5|-86|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:e0|-77|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:8c:f1|-88|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:eb|-65|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:ef|-66|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:e4|-80|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7d:bf|-48|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7d:b0|-56|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7d:b4|-57|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:84:9a|-89|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:e4:7b|-89|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:e4:7f|-90|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:e4:7e|-91|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:84:90|-87|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:84:95|-89|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:e4:7a|-93|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7d:ba|-49|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7d:be|-51|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7e:ee|-65|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7e:ea|-66|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7d:b1|-55|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7d:b5|-56|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:7e:e5|-71|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:7e:e1|-69|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:e4:75|-82|2.0
2018-11-15 16:20:41.765|SolsticePod|9c:30:5b:63:c3:31|-70|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:8c:f5|-86|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:8c:f1|-88|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:eb|-65|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7e:ef|-66|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7d:bf|-48|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7d:b0|-56|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:7d:b4|-59|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:84:9a|-91|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:e4:7b|-89|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:e4:7f|-90|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:e4:7e|-88|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:84:90|-85|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:84:95|-85|2.0
2018-11-15 16:20:41.765|uniwide|08:cc:68:b4:e4:7a|-88|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:e4:71|-81|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:84:9f|-91|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:84:9b|-91|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:8c:f4|-86|2.0
2018-11-15 16:20:41.765|eduroam|08:cc:68:b4:84:91|-86|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:84:94|-86|2.0
2018-11-15 16:20:41.765|eduroam|00:2a:10:ff:52:81|-87|2.0
2018-11-15 16:20:41.765||08:cc:68:b4:8c:f0|-87|2.0
2018-11-15 16:20:41.765|LocalKeg|00:22:6b:73:a9:fa|-93|2.0
Time Stamp|SSID|BSSID|RSSI|dist
2018-11-15 16:20:56.272|uniwide|08:cc:68:b4:7d:ba|-48|2.0
2018-11-15 16:20:56.272|eduroam|08:cc:68:b4:7d:be|-49|2.0
2018-11-15 16:20:56.272|eduroam|08:cc:68:b4:7e:ee|-70|2.0
2018-11-15 16:20:56.272|uniwide|08:cc:68:b4:7e:ea|-72|2.0
2018-11-15 16:20:56.272|eduroam|08:cc:68:b4:7d:b1|-57|2.0
2018-11-15 16:20:56.272|uniwide|08:cc:68:b4:7d:b5|-56|2.0
2018-11-15 16:20:56.272|uniwide|08:cc:68:b4:7e:e5|-71|2.0
