Time Stamp|SSID|BSSID|RSSI
2018-10-07 11:50:54.753|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 11:50:54.753|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-86
Time Stamp|SSID|BSSID|RSSI
2018-10-07 12:05:54.914|WiFi-7TRU|a4:ca:a0:57:da:10|-65
2018-10-07 12:05:54.914|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-73
2018-10-07 12:05:54.914|TelstraF28877|24:20:c7:f2:88:7d|-80
2018-10-07 12:05:54.914|OPTUS_8090D7|18:90:d8:80:90:d8|-85
2018-10-07 12:05:54.914|TelstraC083BD|f4:6b:ef:c0:83:c3|-89
2018-10-07 12:05:54.914|BigPond4EC9|10:0d:7f:da:8e:d9|-88
2018-10-07 12:05:54.914|Fon WiFi|f6:6b:ef:c0:83:c1|-89
2018-10-07 12:05:54.914|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 12:05:54.914|WiFi-85B8|c4:71:54:d8:85:b8|-83
2018-10-07 12:05:54.914|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-07 12:05:54.914|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-07 12:05:54.914|Kate Wifi|6c:b7:49:29:96:56|-90
2018-10-07 12:05:54.914|OPTUS_07D7EE|7c:26:64:07:d7:ef|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 12:25:54.901|WiFi-7TRU|a4:ca:a0:57:da:10|-60
2018-10-07 12:25:54.901|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 12:25:54.901|TelstraF28877|24:20:c7:f2:88:7d|-89
2018-10-07 12:25:54.901|OPTUS_8090D7|18:90:d8:80:90:d8|-83
2018-10-07 12:25:54.901|WiFi-85B8|c4:71:54:d8:85:b8|-81
2018-10-07 12:25:54.901|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 12:25:54.901|TelstraC083BD|f4:6b:ef:c0:83:c3|-91
2018-10-07 12:25:54.901|WiFi-Z7FS|84:9f:b5:57:8a:4c|-91
2018-10-07 12:25:54.901|BigPond4EC9|10:0d:7f:da:8e:d9|-90
2018-10-07 12:25:54.901|Fon WiFi|f6:6b:ef:c0:83:c1|-89
2018-10-07 12:25:54.901|Telstra Air|f6:6b:ef:c0:83:c0|-92
2018-10-07 12:25:54.901|TPG-9PYF|c4:05:28:f9:ca:44|-91
2018-10-07 12:25:54.901|OPTUS_07D7EE|7c:26:64:07:d7:ef|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 12:40:55.356|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-07 12:40:55.356|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 12:40:55.356|WiFi-85B8|c4:71:54:d8:85:b8|-82
2018-10-07 12:40:55.356|OPTUS_8090D7|18:90:d8:80:90:d8|-83
2018-10-07 12:40:55.356|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 12:40:55.356|TelstraC083BD|f4:6b:ef:c0:83:c3|-90
2018-10-07 12:40:55.356|TPG-9PYF|c4:05:28:f9:ca:44|-88
2018-10-07 12:40:55.356|BigPond4EC9|10:0d:7f:da:8e:d9|-91
2018-10-07 12:40:55.356|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-91
2018-10-07 12:40:55.356|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 12:40:55.356|Fon WiFi|f6:6b:ef:c0:83:c1|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 12:50:54.972|WiFi-7TRU|a4:ca:a0:57:da:10|-66
2018-10-07 12:50:54.972|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 12:50:54.972|TelstraF28877|24:20:c7:f2:88:7d|-88
2018-10-07 12:50:54.972|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-92
2018-10-07 12:50:54.972|WiFi-85B8|c4:71:54:d8:85:b8|-91
2018-10-07 12:50:54.972|TelstraC083BD|f4:6b:ef:c0:83:c3|-92
2018-10-07 12:50:54.972|Fon WiFi|f6:6b:ef:c0:83:c1|-90
2018-10-07 12:50:54.972|Telstra Air|f6:6b:ef:c0:83:c0|-92
2018-10-07 12:50:54.972|OPTUS_8090D7|18:90:d8:80:90:d8|-92
2018-10-07 12:50:54.972|Telstra Air|12:da:43:53:da:d9|-91
2018-10-07 12:50:54.972|TPG-9PYF|c4:05:28:f9:ca:44|-91
Time Stamp|SSID|BSSID|RSSI
2018-10-07 13:10:31.72|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-66
2018-10-07 13:10:31.72|WiFi-7TRU|a4:ca:a0:57:da:10|-63
2018-10-07 13:10:31.72|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 13:10:31.72|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-07 13:10:31.72|TelstraC083BD|f4:6b:ef:c0:83:c3|-87
2018-10-07 13:10:31.72|OPTUS_8090D7|18:90:d8:80:90:d8|-88
2018-10-07 13:10:31.72|TPG-9PYF|c4:05:28:f9:ca:44|-89
2018-10-07 13:10:31.72|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-90
2018-10-07 13:10:31.72|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-91
2018-10-07 13:10:31.72|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 13:10:31.72|Telstra Air|f6:6b:ef:c0:83:c0|-88
Time Stamp|SSID|BSSID|RSSI
2018-10-07 13:20:55.17|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-07 13:20:55.17|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 13:20:55.17|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-07 13:20:55.17|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 13:20:55.17|BigPond4EC9|10:0d:7f:da:8e:d9|-91
2018-10-07 13:20:55.17|OPTUS_8090D7|18:90:d8:80:90:d8|-89
2018-10-07 13:20:55.17|Fon WiFi|f6:6b:ef:c0:83:c1|-90
2018-10-07 13:20:55.17|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 13:20:55.17|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-07 13:20:55.17|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 13:35:54.787|WiFi-7TRU|a4:ca:a0:57:da:10|-62
2018-10-07 13:35:54.787|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-07 13:35:54.787|TelstraF28877|24:20:c7:f2:88:7d|-86
2018-10-07 13:35:54.787|WiFi-85B8|c4:71:54:d8:85:b8|-83
2018-10-07 13:35:54.787|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 13:35:54.787|TelstraC083BD|f4:6b:ef:c0:83:c3|-90
2018-10-07 13:35:54.787|BigPond4EC9|10:0d:7f:da:8e:d9|-94
2018-10-07 13:35:54.787|OPTUS_07D7EE|7c:26:64:07:d7:ef|-90
2018-10-07 13:35:54.787|TPG-9PYF|c4:05:28:f9:ca:44|-88
2018-10-07 13:35:54.787|OPTUS_8090D7|18:90:d8:80:90:d8|-87
2018-10-07 13:35:54.787|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 13:35:54.787|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 13:35:54.787|WiFi-ZXG7|d0:ff:98:45:84:a0|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-07 13:55:54.843|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-07 13:55:54.843|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 13:55:54.843|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 13:55:54.843|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 13:55:54.843|TelstraC083BD|f4:6b:ef:c0:83:c3|-89
2018-10-07 13:55:54.843|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 13:55:54.843|Kate Wifi|6c:b7:49:29:96:56|-91
2018-10-07 13:55:54.843|BigPond4EC9|10:0d:7f:da:8e:d9|-92
2018-10-07 13:55:54.843|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 13:55:54.843|Telstra Air|f6:6b:ef:c0:83:c0|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 14:05:55.377|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-07 14:05:55.377|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 14:05:55.377|TelstraF28877|24:20:c7:f2:88:7d|-87
2018-10-07 14:05:55.377|WiFi-85B8|c4:71:54:d8:85:b8|-84
2018-10-07 14:05:55.377|OPTUS_8090D7|18:90:d8:80:90:d8|-84
2018-10-07 14:05:55.377|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 14:05:55.377|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 14:05:55.377|BigPond4EC9|10:0d:7f:da:8e:d9|-90
2018-10-07 14:05:55.377|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-93
2018-10-07 14:05:55.377|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 14:05:55.377|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 14:05:55.377|WiFi-ZXG7|d0:ff:98:45:84:a0|-88
2018-10-07 14:05:55.377|Telstra Air|f6:6b:ef:c0:83:c0|-87
2018-10-07 14:05:55.377|Telstra Air|12:da:43:53:da:d9|-90
2018-10-07 14:05:55.377|Fon WiFi|12:da:43:53:da:da|-91
Time Stamp|SSID|BSSID|RSSI
2018-10-07 14:20:54.568|WiFi-7TRU|a4:ca:a0:57:da:10|-55
2018-10-07 14:20:54.568|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-07 14:20:54.568|TelstraF28877|24:20:c7:f2:88:7d|-82
2018-10-07 14:20:54.568|OPTUS_8090D7|18:90:d8:80:90:d8|-85
2018-10-07 14:20:54.568|TelstraC083BD|f4:6b:ef:c0:83:c3|-93
2018-10-07 14:20:54.568|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 14:20:54.568|Kate Wifi|6c:b7:49:29:96:56|-88
2018-10-07 14:20:54.568|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-07 14:20:54.568|TPG-9PYF|c4:05:28:f9:ca:44|-86
2018-10-07 14:20:54.568|BigPond4EC9|10:0d:7f:da:8e:d9|-92
2018-10-07 14:20:54.568|Telstra Air|f6:6b:ef:c0:83:c0|-93
2018-10-07 14:20:54.568|Fon WiFi|f6:6b:ef:c0:83:c1|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 14:37:50.931|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-07 14:37:50.931|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-70
2018-10-07 14:37:50.931|OPTUS_8090D7|18:90:d8:80:90:d8|-85
2018-10-07 14:37:50.931|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 14:37:50.931|WiFi-85B8|c4:71:54:d8:85:b8|-90
2018-10-07 14:37:50.931|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 14:37:50.931|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-07 14:37:50.931|BigPond4EC9|10:0d:7f:da:8e:d9|-90
2018-10-07 14:37:50.931|TelstraC083BD|f4:6b:ef:c0:83:c3|-87
2018-10-07 14:37:50.931|Kate Wifi|6c:b7:49:29:96:56|-93
2018-10-07 14:37:50.931|OPTUSVD39FAA40|10:0d:7f:dd:59:61|-92
2018-10-07 14:37:50.931|Telstra Air|f6:6b:ef:c0:83:c0|-86
2018-10-07 14:37:50.931|Fon WiFi|f6:6b:ef:c0:83:c1|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 14:50:55.21|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-07 14:50:55.21|WiFi-7TRU|a4:ca:a0:57:da:10|-53
2018-10-07 14:50:55.21|TelstraF28877|24:20:c7:f2:88:7d|-81
2018-10-07 14:50:55.21|OPTUS_8090D7|18:90:d8:80:90:d8|-85
2018-10-07 14:50:55.21|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 14:50:55.21|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 14:50:55.21|TPG-9PYF|c4:05:28:f9:ca:44|-86
2018-10-07 14:50:55.21|TelstraC083BD|f4:6b:ef:c0:83:c3|-90
2018-10-07 14:50:55.21|BigPond4EC9|10:0d:7f:da:8e:d9|-88
2018-10-07 14:50:55.21|Kate Wifi|6c:b7:49:29:96:56|-90
2018-10-07 14:50:55.21|Telstra Air|f6:6b:ef:c0:83:c0|-93
2018-10-07 14:50:55.21|Fon WiFi|f6:6b:ef:c0:83:c1|-91
Time Stamp|SSID|BSSID|RSSI
2018-10-07 15:05:55.076|WiFi-7TRU|a4:ca:a0:57:da:10|-56
2018-10-07 15:05:55.076|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-73
2018-10-07 15:05:55.076|TelstraF28877|24:20:c7:f2:88:7d|-81
2018-10-07 15:05:55.076|OPTUS_8090D7|18:90:d8:80:90:d8|-83
2018-10-07 15:05:55.076|TPG-9PYF|c4:05:28:f9:ca:44|-86
2018-10-07 15:05:55.076|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-07 15:05:55.076|WiFi-85B8|c4:71:54:d8:85:b8|-88
2018-10-07 15:05:55.076|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-90
2018-10-07 15:05:55.076|TelstraC083BD|f4:6b:ef:c0:83:c3|-92
2018-10-07 15:05:55.076|BigPond4EC9|10:0d:7f:da:8e:d9|-89
2018-10-07 15:05:55.076|Fon WiFi|f6:6b:ef:c0:83:c1|-92
2018-10-07 15:05:55.076|Telstra Air|f6:6b:ef:c0:83:c0|-90
2018-10-07 15:05:55.076|Kate Wifi|6c:b7:49:29:96:56|-91
2018-10-07 15:05:55.076|OPTUS_07D7EE|7c:26:64:07:d7:ef|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 15:21:28.278|WiFi-7TRU|a4:ca:a0:57:da:10|-58
2018-10-07 15:21:28.278|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-07 15:21:28.278|TelstraF28877|24:20:c7:f2:88:7d|-86
2018-10-07 15:21:28.278|TPG-9PYF|c4:05:28:f9:ca:44|-94
2018-10-07 15:21:28.278|WiFi-85B8|c4:71:54:d8:85:b8|-90
2018-10-07 15:21:28.278|OPTUS_8090D7|18:90:d8:80:90:d8|-87
2018-10-07 15:21:28.278|WiFi-ZXG7|d0:ff:98:45:84:a0|-87
2018-10-07 15:21:28.278|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-92
2018-10-07 15:21:28.278|Fon WiFi|12:da:43:53:da:da|-94
2018-10-07 15:21:28.278|BigPond4EC9|10:0d:7f:da:8e:d9|-91
2018-10-07 15:21:28.278|Telstra Air|12:da:43:53:da:d9|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-07 15:35:55.151|WiFi-7TRU|a4:ca:a0:57:da:10|-59
2018-10-07 15:35:55.151|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 15:35:55.151|TelstraF28877|24:20:c7:f2:88:7d|-85
2018-10-07 15:35:55.151|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-87
2018-10-07 15:35:55.151|TPG-9PYF|c4:05:28:f9:ca:44|-89
2018-10-07 15:35:55.151|WiFi-85B8|c4:71:54:d8:85:b8|-89
2018-10-07 15:35:55.151|Kate Wifi|6c:b7:49:29:96:56|-91
2018-10-07 15:35:55.151|OPTUS_8090D7|18:90:d8:80:90:d8|-93
2018-10-07 15:35:55.151|Telstra Air|f6:6b:ef:c0:83:c0|-86
2018-10-07 15:35:55.151|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 15:35:55.151|OPTUS_07D7EE|7c:26:64:07:d7:ef|-89
2018-10-07 15:35:55.151|Fon WiFi|f6:6b:ef:c0:83:c1|-86
Time Stamp|SSID|BSSID|RSSI
2018-10-07 15:50:54.915|WiFi-7TRU|a4:ca:a0:57:da:10|-55
2018-10-07 15:50:54.915|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-66
2018-10-07 15:50:54.915|TelstraF28877|24:20:c7:f2:88:7d|-81
2018-10-07 15:50:54.915|WiFi-85B8|c4:71:54:d8:85:b8|-85
2018-10-07 15:50:54.915|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 15:50:54.915|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-07 15:50:54.915|OPTUS_66F220|b8:ee:0e:66:f2:21|-92
2018-10-07 15:50:54.915|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-91
2018-10-07 15:50:54.915|Apxl|ec:08:6b:93:ac:ba|-94
2018-10-07 15:50:54.915|Fon WiFi|f6:6b:ef:c0:83:c1|-89
2018-10-07 15:50:54.915|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 15:50:54.915|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-86
2018-10-07 15:50:54.915|Kate Wifi|6c:b7:49:29:96:56|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-07 16:10:54.92|WiFi-7TRU|a4:ca:a0:57:da:10|-62
2018-10-07 16:10:54.92|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-07 16:10:54.92|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 16:10:54.92|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 16:10:54.92|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-88
2018-10-07 16:10:54.92|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 16:10:54.92|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 16:10:54.92|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-88
2018-10-07 16:10:54.92|OPTUS_07D7EE|7c:26:64:07:d7:ef|-93
2018-10-07 16:10:54.92|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 16:10:54.92|Telstra Air|f6:6b:ef:c0:83:c0|-89
2018-10-07 16:10:54.92|Apxl|ec:08:6b:93:ac:ba|-90
Time Stamp|SSID|BSSID|RSSI
2018-10-07 16:20:55.155|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-69
2018-10-07 16:20:55.155|WiFi-7TRU|a4:ca:a0:57:da:10|-60
2018-10-07 16:20:55.155|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 16:20:55.155|TelstraC083BD|f4:6b:ef:c0:83:c3|-90
2018-10-07 16:20:55.155|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-88
2018-10-07 16:20:55.155|TPG-9PYF|c4:05:28:f9:ca:44|-91
2018-10-07 16:20:55.155|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-91
2018-10-07 16:20:55.155|Fon WiFi|f6:6b:ef:c0:83:c1|-91
2018-10-07 16:20:55.155|Telstra Air|f6:6b:ef:c0:83:c0|-87
2018-10-07 16:20:55.155|OPTUS_66F220|b8:ee:0e:66:f2:21|-92
2018-10-07 16:20:55.155|TelstraF28877|24:20:c7:f2:88:7d|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 16:35:55.038|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 16:35:55.038|WiFi-7TRU|a4:ca:a0:57:da:10|-56
2018-10-07 16:35:55.038|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 16:35:55.038|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 16:35:55.038|Fon WiFi|f6:6b:ef:c0:83:c1|-85
2018-10-07 16:35:55.038|Telstra Air|f6:6b:ef:c0:83:c0|-87
2018-10-07 16:35:55.038|WiFi-85B8|c4:71:54:d8:85:b8|-86
2018-10-07 16:35:55.038|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-93
Time Stamp|SSID|BSSID|RSSI
2018-10-07 16:52:08.283|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-07 16:52:08.283|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 16:52:08.283|TelstraF28877|24:20:c7:f2:88:7d|-82
2018-10-07 16:52:08.283|WiFi-85B8|c4:71:54:d8:85:b8|-90
2018-10-07 16:52:08.283|TelstraC083BD|f4:6b:ef:c0:83:c3|-86
2018-10-07 16:52:08.283|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-91
2018-10-07 16:52:08.283|Fon WiFi|f6:6b:ef:c0:83:c1|-88
2018-10-07 16:52:08.283|Telstra Air|f6:6b:ef:c0:83:c0|-86
2018-10-07 16:52:08.283|TPG-9PYF|c4:05:28:f9:ca:44|-91
2018-10-07 16:52:08.283|OPTUS_8090D7|18:90:d8:80:90:d8|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 17:12:08.531|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-07 17:12:08.531|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 17:12:08.531|TelstraF28877|24:20:c7:f2:88:7d|-82
2018-10-07 17:12:08.531|OPTUS_8090D7|18:90:d8:80:90:d8|-87
2018-10-07 17:12:08.531|TPG-9PYF|c4:05:28:f9:ca:44|-91
2018-10-07 17:12:08.531|Fon WiFi|f6:6b:ef:c0:83:c1|-92
2018-10-07 17:12:08.531|WiFi-85B8|c4:71:54:d8:85:b8|-87
2018-10-07 17:12:08.531|TelstraC083BD|f4:6b:ef:c0:83:c3|-88
2018-10-07 17:12:08.531|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-92
2018-10-07 17:12:08.531|Telstra Air|f6:6b:ef:c0:83:c0|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 17:20:55.063|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-66
2018-10-07 17:20:55.063|WiFi-7TRU|a4:ca:a0:57:da:10|-56
2018-10-07 17:20:55.063|TelstraF28877|24:20:c7:f2:88:7d|-79
2018-10-07 17:20:55.063|TPG-9PYF|c4:05:28:f9:ca:44|-89
2018-10-07 17:20:55.063|OPTUS_8090D7|18:90:d8:80:90:d8|-90
2018-10-07 17:20:55.063|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-92
2018-10-07 17:20:55.063|TelstraC083BD|f4:6b:ef:c0:83:c3|-92
2018-10-07 17:20:55.063|Fon WiFi|f6:6b:ef:c0:83:c1|-86
2018-10-07 17:20:55.063|Telstra Air|f6:6b:ef:c0:83:c0|-86
2018-10-07 17:20:55.063|WiFi-85B8|c4:71:54:d8:85:b8|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 17:44:49.275|WiFi-7TRU|a4:ca:a0:57:da:10|-57
2018-10-07 17:44:49.275|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-68
2018-10-07 17:44:49.275|TelstraF28877|24:20:c7:f2:88:7d|-84
2018-10-07 17:44:49.275|TelstraC083BD|f4:6b:ef:c0:83:c3|-87
2018-10-07 17:44:49.275|OPTUS_8090D7|18:90:d8:80:90:d8|-89
2018-10-07 17:44:49.275|WiFi-85B8|c4:71:54:d8:85:b8|-90
2018-10-07 17:44:49.275|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-90
2018-10-07 17:44:49.275|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-90
2018-10-07 17:44:49.275|D-Link|a0:ab:1b:cd:f6:06|-92
2018-10-07 17:44:49.275|Fon WiFi|f6:6b:ef:c0:83:c1|-87
2018-10-07 17:44:49.275|Telstra Air|f6:6b:ef:c0:83:c0|-89
Time Stamp|SSID|BSSID|RSSI
2018-10-07 17:50:55.071|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-66
2018-10-07 17:50:55.071|WiFi-7TRU|a4:ca:a0:57:da:10|-53
2018-10-07 17:50:55.071|TelstraF28877|24:20:c7:f2:88:7d|-83
2018-10-07 17:50:55.071|WiFi-85B8|c4:71:54:d8:85:b8|-83
2018-10-07 17:50:55.071|OPTUS_8090D7|18:90:d8:80:90:d8|-84
2018-10-07 17:50:55.071|TelstraC083BD|f4:6b:ef:c0:83:c3|-93
2018-10-07 17:50:55.071|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-07 17:50:55.071|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-92
2018-10-07 17:50:55.071|Telstra 2.4Ghz|c4:e9:84:8d:60:10|-93
2018-10-07 17:50:55.071|OPTUS_07D7EE|7c:26:64:07:d7:ef|-93
2018-10-07 17:50:55.071|Telstra Air|f6:6b:ef:c0:83:c0|-88
2018-10-07 17:50:55.071|Fon WiFi|f6:6b:ef:c0:83:c1|-95
Time Stamp|SSID|BSSID|RSSI
2018-10-07 18:05:54.747|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 18:05:54.747|WiFi-7TRU|a4:ca:a0:57:da:10|-54
2018-10-07 18:05:54.747|OPTUS_8090D7|18:90:d8:80:90:d8|-79
2018-10-07 18:05:54.747|WiFi-85B8|c4:71:54:d8:85:b8|-82
2018-10-07 18:05:54.747|TelstraF28877|24:20:c7:f2:88:7d|-85
2018-10-07 18:05:54.747|TelstraC083BD|f4:6b:ef:c0:83:c3|-83
2018-10-07 18:05:54.747|TPG-9PYF|c4:05:28:f9:ca:44|-86
2018-10-07 18:05:54.747|BigPond4EC9|10:0d:7f:da:8e:d9|-89
2018-10-07 18:05:54.747|Fon WiFi|f6:6b:ef:c0:83:c1|-83
2018-10-07 18:05:54.747|Telstra Air|f6:6b:ef:c0:83:c0|-83
Time Stamp|SSID|BSSID|RSSI
2018-10-07 18:25:54.627|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 18:25:54.627|WiFi-7TRU|a4:ca:a0:57:da:10|-54
2018-10-07 18:25:54.627|WiFi-85B8|c4:71:54:d8:85:b8|-80
2018-10-07 18:25:54.627|OPTUS_8090D7|18:90:d8:80:90:d8|-82
2018-10-07 18:25:54.627|TelstraC083BD|f4:6b:ef:c0:83:c3|-85
2018-10-07 18:25:54.627|TPG-9PYF|c4:05:28:f9:ca:44|-90
2018-10-07 18:25:54.627|TelstraF28877|24:20:c7:f2:88:7d|-85
2018-10-07 18:25:54.627|OPTUS_D2E9F3|f8:ab:05:d2:e9:f4|-89
2018-10-07 18:25:54.627|BigPond4EC9|10:0d:7f:da:8e:d9|-92
2018-10-07 18:25:54.627|Telstra Air|f6:6b:ef:c0:83:c0|-84
2018-10-07 18:25:54.627|Fon WiFi|f6:6b:ef:c0:83:c1|-85
2018-10-07 18:25:54.627|WiFi-Z7FS|84:9f:b5:57:8a:4c|-92
2018-10-07 18:25:54.627|OPTUS_07D7EE|7c:26:64:07:d7:ef|-92
Time Stamp|SSID|BSSID|RSSI
2018-10-07 18:35:55.412|WiFi-7TRU-5G|a4:ca:a0:57:da:14|-67
2018-10-07 18:35:55.412|WiFi-7TRU|a4:ca:a0:57:da:10|-55
2018-10-07 18:35:55.412|WiFi-85B8|c4:71:54:d8:85:b8|-80
2018-10-07 18:35:55.412|OPTUS_8090D7|18:90:d8:80:90:d8|-83
2018-10-07 18:35:55.412|TPG-9PYF|c4:05:28:f9:ca:44|-87
2018-10-07 18:35:55.412|TelstraF28877|24:20:c7:f2:88:7d|-84
